date,venue,bands/0,bands/1,bands/2,bands/3,bands/4,bands/5,bands/6,bands/7,bands/8,bands/9,bands/10,bands/11,bands/12,bands/13,bands/14,bands/15,bands/16,bands/17
"Feb 13, 2005",Eddie C's,V-FEST!,Severance,Angel Autopsy,Two Finger Suicide,Sugardish,,,,,,,,,,,,,
"Feb 13, 2005",Faces,Noahs Big-Ass Boat,Crazy Georg & the Cowboy Hotrods,Daughters of the Revolution,,,,,,,,,,,,,,,
"Feb 13, 2005",House Party,Morningbell,,,,,,,,,,,,,,,,,
"Feb 13, 2005",Hyde and Zeke's Records,Smashing Pumkins,NOFX,,,,,,,,,,,,,,,,
"Feb 13, 2005",Jet Set,Omi Ajamu Trio/ Quartet,,,,,,,,,,,,,,,,,
"Feb 13, 2005",The Shamrock,Kumite,Behead The Romantic,I Can't Remember,,,,,,,,,,,,,,,
"Feb 14, 2005",Common Grounds,V-FEST PUNK ROCK PROM!,Nuclear Family,Towers of Hanoi,Slang,,,,,,,,,,,,,,
"Feb 14, 2005",Eddie C's,Greater Grey,Sheepdog Plankton,One Day Old,,,,,,,,,,,,,,,
"Feb 14, 2005",Market Street Pub,Deans On Bass,One Drop,,,,,,,,,,,,,,,,
"Feb 14, 2005",The Shamrock,Steph Taylor,Maria Carter,,,,,,,,,,,,,,,,
"Feb 14, 2005",Unified Training Center,Iration,DJ Kenny,,,,,,,,,,,,,,,,
"Feb 15, 2005",Common Grounds,Elefant,Bolero,Julius Airwave,,,,,,,,,,,,,,,
"Feb 15, 2005",Faces,Jaeme Smith,,,,,,,,,,,,,,,,,
"Feb 15, 2005",Market Street Pub,Dejabooty,,,,,,,,,,,,,,,,,
"Feb 17, 2005",Common Grounds,Two Finger Suicide,Morivivi,People Chasing People,The Monorail,,,,,,,,,,,,,,
"Feb 17, 2005",Eddie C's,Josh Todd,Star Sixty Nine,Presence,,,,,,,,,,,,,,,
"Feb 17, 2005",Market Street Pub,Sage Francis & Joe Beats,Grand Buffet,Mac Lethal,The Gimme Fund,,,,,,,,,,,,,,
"Feb 18, 2005",Eddie C's,Pacific,Donny Holland,Hannover Fiste,,,,,,,,,,,,,,,
"Feb 18, 2005",Market Street Pub,Satisfaction.. .A Rolling Stones Experience,The Beatles,,,,,,,,,,,,,,,,
"Feb 18, 2005",The Side Bar,Pickled Fish,Unusual Suspects Blues Band,Jive Turkey,,,,,,,,,,,,,,,
"Feb 19, 2005",Eddie C's,Intense Flashback,The Vinyl,Gadwell Lane (Tally),,,,,,,,,,,,,,,
"Feb 19, 2005",Stephen C. O'Connell Center,WYCLEF JEAN,,,,,,,,,,,,,,,,,
"Feb 20, 2005",Common Grounds,Dove,Star Child,I Can't Remember,,,,,,,,,,,,,,,
"Feb 20, 2005",Eddie C's,Kumite,Echoes of Violence,Dopamean,,,,,,,,,,,,,,,
"Feb 20, 2005",Faces,Low Income Bracket,Born To Fail,Hannover Fiste,,,,,,,,,,,,,,,
"Feb 20, 2005",Hyde and Zeke's Records,The Body Electric,through this window,My Favorite Dancer,,,,,,,,,,,,,,,
"Feb 20, 2005",Jacks Bar,Spellbox,,,,,,,,,,,,,,,,,
"Feb 20, 2005",Jet Set,Natalie Rella Trio/Quartet,,,,,,,,,,,,,,,,,
"Feb 20, 2005",The Shamrock,2012,Jaeme Smith,Building Rockets,,,,,,,,,,,,,,,
"Feb 20, 2005",Wayward Council,this show is cancelled,,,,,,,,,,,,,,,,,
"Feb 21, 2005",Common Grounds,DoubleHelix,DJ's T-Mas & Dirty Digits,Intellekt,The Frequency Distortion Crew,Cyne,,,,,,,,,,,,,
"Feb 21, 2005",Eddie C's,April,The Suicide Bombs,Murphee K,,,,,,,,,,,,,,,
"Feb 21, 2005",Market Street Pub,Dirty Poodle,Bound,Music for Chameleons,,,,,,,,,,,,,,,
"Feb 21, 2005",The Shamrock,The Alice Wallace Band,Donny Holland,Kate's Love,,,,,,,,,,,,,,,
"Feb 22, 2005",Eddie C's,The Casualties,A Global Threat,The Briggs,The Horror,,,,,,,,,,,,,,
"Feb 22, 2005",Faces,Jaeme Smith,Ten 13 Concept,Late For Life,Hey Nice Guy,,,,,,,,,,,,,,
"Feb 23, 2005",Eddie C's,Guff,Whole Wheat Bread,Things Fall Apart,Neptune 66,,,,,,,,,,,,,,
"Feb 23, 2005",The Shamrock,Padded Cell,Something in the Absence,Mosaic,The Suicide Bombs,,,,,,,,,,,,,,
"Feb 24, 2005",Common Grounds,Strike Anywhere,Fifth Hour Hero,Strikeforce Diablo,,,,,,,,,,,,,,,
"Feb 24, 2005",Eddie C's,Hannover Fiste,The Unforsaken,Hatorade,Mosaic,,,,,,,,,,,,,,
"Feb 25, 2005",Eddie C's,The Perfect Life,Apollo Quartet,Corona Lane,,,,,,,,,,,,,,,
"Feb 25, 2005",The Side Bar,Old Number Eight,Witness the Fitness,Old Number Eight,,,,,,,,,,,,,,,
"Feb 25, 2005",Wayward Council,Bitchin',Fastplant,Queerwulf,,,,,,,,,,,,,,,
"Feb 26, 2005",Common Grounds,Morivivi,Machete,Haterade,,,,,,,,,,,,,,,
"Feb 26, 2005",Eddie C's,Boxelder,Fallen From Grace,The Julius Airwave,One Less Reason,,,,,,,,,,,,,,
"Feb 26, 2005",Lillian's Music Store,4 Cryin' Out Loud,,,,,,,,,,,,,,,,,
"Feb 26, 2005",The Side Bar,Spazimoto,,,,,,,,,,,,,,,,,
"Feb 27, 2005",Common Grounds,Zatamale,Grey Goose,,,,,,,,,,,,,,,,
"Feb 27, 2005",Eddie C's,Deans On Bass,60 Cycle Hum,One Pump Chump,,,,,,,,,,,,,,,
"Feb 27, 2005",Faces,Smashing Pumpkins Tribute Band,Pickled Fish,,,,,,,,,,,,,,,,
"Feb 27, 2005",Lillian's Music Store,Area Code,,,,,,,,,,,,,,,,,
"Feb 27, 2005",The Shamrock,Hazel Levy,Lars Din,Sharon Larson,Rhythm Method,,,,,,,,,,,,,,
"Feb 27, 2005",The Side Bar,Morningbell,Maxwell Edison,Sheepdog Plankton,,,,,,,,,,,,,,,
"Feb 27, 2005",Tijuana Flats,Daughters of the Revolution,,,,,,,,,,,,,,,,,
"Feb 28, 2005",Ark Warehouse,This show canceled.,,,,,,,,,,,,,,,,,
"Feb 28, 2005",Common Grounds,Hoyt and the Hotheads,mightaswell,Sybris,,,,,,,,,,,,,,,
"Feb 28, 2005",Eddie C's,Downpsychol,Deepset,AWOL,,,,,,,,,,,,,,,
"Feb 28, 2005",Faces,Hannover Fiste,Low Income Bracket,The Pacific,,,,,,,,,,,,,,,
"Feb 28, 2005",Lillian's Music Store,Area Code,,,,,,,,,,,,,,,,,
"Feb 28, 2005",Market Street Pub,El Robot,Pari Passu,Landing on Land,Witness the Fitness,,,,,,,,,,,,,,
"Feb 28, 2005",The Shamrock,Deans On Bass,,,,,,,,,,,,,,,,,
"Feb 29, 2005",House Party,Harry Dash,Corona Lane,Hey Nice Guy,,,,,,,,,,,,,,,
"Mar 1, 2005",Eddie C's,3rd Class Passenger,,,,,,,,,,,,,,,,,
"Mar 2, 2005",Eddie C's,TBA,,,,,,,,,,,,,,,,,
"Mar 2, 2005",Market Street Pub,Southern Culture On The Skids,Whiskey and Co.,Big Oil,,,,,,,,,,,,,,,
"Mar 3, 2005",Eddie C's,April,I've Gotta,Hannover Fiste,,,,,,,,,,,,,,,
"Mar 3, 2005",Market Street Pub,Unsung Zeros,The Know How,Audible,Team Mascot,,,,,,,,,,,,,,
"Mar 3, 2005",The Side Bar,Charlie Mars Band,Amanda Garrigues,,,,,,,,,,,,,,,,
"Mar 4, 2005",Common Grounds,Swayze,Loaded for Bear,My Favorite Dancer,Witness the Fitness,,,,,,,,,,,,,,
"Mar 4, 2005",Eddie C's,Ten 13 Concept,The Embarrassments,The Stereodiary,,,,,,,,,,,,,,,
"Mar 4, 2005",Wayward Council,True North,Fiya,Nuclear Holiday,,,,,,,,,,,,,,,
"Mar 5, 2005",Common Grounds,Emperor X,Keith Welsh,Darius Axis,,,,,,,,,,,,,,,
"Mar 5, 2005",Eddie C's,The Lex and Terry show,Core,Physical Grafitti,,,,,,,,,,,,,,,
"Mar 5, 2005",Faces,Jaeme Smith,George O'Brien,Building Rockets,,,,,,,,,,,,,,,
"Mar 5, 2005",Jacks Bar,Spellbox,,,,,,,,,,,,,,,,,
"Mar 5, 2005",Matheson Museum,Chris Chandler,Anne Feeney,,,,,,,,,,,,,,,,
"Mar 5, 2005",The Side Bar,One Drop,Indorphine,,,,,,,,,,,,,,,,
"Mar 6, 2005",Common Grounds,Unicorns - CANCELLED,Music for Chameleons,,,,,,,,,,,,,,,,
"Mar 6, 2005",Eddie C's,Smashing Pumpkins Tribute,Root Doctors,Mr Ainsworth,,,,,,,,,,,,,,,
"Mar 6, 2005",The Shamrock,Nothing You'd Like,Pray For Death,The Amputees,John Denver's Airplane,,,,,,,,,,,,,,
"Mar 9, 2005",Eddie C's,The FreeKeys,,,,,,,,,,,,,,,,,
"Mar 10, 2005",Eddie C's,Wizbang,Famous For Nothing,Odlaw,Donny Holland band,,,,,,,,,,,,,,
"Mar 11, 2005",Common Grounds,Jive Turkey,Smashing Pumkins Tribute Band,Oxford Comma,,,,,,,,,,,,,,,
"Mar 11, 2005",Eddie C's,Chicken L�v,Big Oil,Gonzalez,,,,,,,,,,,,,,,
"Mar 11, 2005",Jacks Bar,Spellbox,,,,,,,,,,,,,,,,,
"Mar 11, 2005",The Side Bar,Les Baton Rouge,,,,,,,,,,,,,,,,,
"Mar 12, 2005",Common Grounds,French Horns,Tracy Shedd,Nervous System,the ponys,,,,,,,,,,,,,,
"Mar 12, 2005",Eddie C's,HigherLedge,Monroe Brown,One Less Reason,,,,,,,,,,,,,,,
"Mar 12, 2005",Emeralds,V Six,,,,,,,,,,,,,,,,,
"Mar 12, 2005",Jacks Bar,Spellbox,,,,,,,,,,,,,,,,,
"Mar 12, 2005",The Shamrock,Apollo Quartet,I Cant Remember,Loaded for Bear,Brazil,,,,,,,,,,,,,,
"Mar 13, 2005",Common Grounds,The Beat Buttons,Volcano,I'm Still Excited,,,,,,,,,,,,,,,
"Mar 13, 2005",Eddie C's,Impurity,Dopamean,5 Billion Dead,,,,,,,,,,,,,,,
"Mar 13, 2005",Emeralds,V Six,,,,,,,,,,,,,,,,,
"Mar 14, 2005",Common Grounds,Eugene Mirman,Tigers and Monkeys,Brendan Small,,,,,,,,,,,,,,,
"Mar 15, 2005",Common Grounds,+ / - (Plus Minus),Summer Hymns,Dolorean,,,,,,,,,,,,,,,
"Mar 15, 2005",Eddie C's,Stevie B and his boat,Gorillia Bluegrass Underground,,,,,,,,,,,,,,,,
"Mar 15, 2005",Market Street Pub,Cyne,BlueBird,Psyche Origami,TheRealOne,X:144,The Red Tide,,,,,,,,,,,,
"Mar 15, 2005",The Side Bar,Deans On Bass,,,,,,,,,,,,,,,,,
"Mar 16, 2005",Cafe Gardens,Chapman/Wapner Duo,,,,,,,,,,,,,,,,,
"Mar 16, 2005",Common Grounds,The Damn Personals,Read Yellow,Sir. Prize Fighter,,,,,,,,,,,,,,,
"Mar 16, 2005",Eddie C's,Jabberwocky,Forelle,G.W.C.,Day Music Died,,,,,,,,,,,,,,
"Mar 17, 2005",Clubhouse Grill,Jimmy Ciaravino Trio,,,,,,,,,,,,,,,,,
"Mar 17, 2005",Eddie C's,The Embarrassments,One and Done,The Beautiful Losers,,,,,,,,,,,,,,,
"Mar 17, 2005",The Side Bar,Chicken L�v,StrokerAce,The Suicide Bombs,Sugardish,,,,,,,,,,,,,,
"Mar 18, 2005",Common Grounds,DJ TMAS & DJ Dirty Digits,Scrollmen,The Messenger,Blackout,Intellekt and Yassine,Hip Hop Collective Breakdancers,,,,,,,,,,,,
"Mar 18, 2005",Eddie C's,Jive Turkey,Ignid,,,,,,,,,,,,,,,,
"Mar 18, 2005",Wayward Council,Fiya,ADDC,,,,,,,,,,,,,,,,
"Mar 19, 2005",Civic Media Center,Puppet Show and more,Pray For Death,Jeremiah Assrocket,Ramp of Death,,,,,,,,,,,,,,
"Mar 19, 2005",Common Grounds,The Horror,PSA,Malt Liquor Riot,,,,,,,,,,,,,,,
"Mar 19, 2005",Eddie C's,StrokerAce,Toothless Judy,Swayze,,,,,,,,,,,,,,,
"Mar 19, 2005",Emeralds,The Mid Life Crisis Band,,,,,,,,,,,,,,,,,
"Mar 19, 2005",Faces,The Perfect Life,Corona Lane,The Beautiful Losers,,,,,,,,,,,,,,,
"Mar 19, 2005",Jacks Bar,Spellbox,,,,,,,,,,,,,,,,,
"Mar 19, 2005",Jet Set,Natalie Rella Trio/Quartet,,,,,,,,,,,,,,,,,
"Mar 19, 2005",Maude's Classic Cafe,Unsafe Sax,,,,,,,,,,,,,,,,,
"Mar 19, 2005",University Club,Hazel Levy,Morningbell,Star Sixty Nine,,,,,,,,,,,,,,,
"Mar 19, 2005",Wayward Council,Towers of Hanoi,Army of Ponch,North Lincoln,,,,,,,,,,,,,,,
"Mar 20, 2005",Ark Warehouse,The Dolly Ranchers,Slang,Oriflamme,Rich Diem,Andy Blum,,,,,,,,,,,,,
"Mar 20, 2005",Common Grounds,Against All Authority,My Favorite Dancer,The Suicide Bombs,,,,,,,,,,,,,,,
"Mar 20, 2005",Eddie C's,Arioso,One Drop,,,,,,,,,,,,,,,,
"Mar 20, 2005",Emeralds,The Mid Life Crisis Band,,,,,,,,,,,,,,,,,
"Mar 20, 2005",House Party,Hoyt Walston,George O'Brien,Jaeme Smith,Crystal Passage,Michael Godey,Linda Stauffer,,,,,,,,,,,,
"Mar 20, 2005",Jacks Bar,Zach Rose,,,,,,,,,,,,,,,,,
"Mar 20, 2005",Market Street Pub,Cocytus,11 SEPTEMBERS,Farewell Anathema,Hannover Fiste,,,,,,,,,,,,,,
"Mar 20, 2005",Maude's Classic Cafe,Unsafe Sax,,,,,,,,,,,,,,,,,
"Mar 20, 2005",The Shamrock,Morningbell,Dynamite Charade,Punch White,,,,,,,,,,,,,,,
"Mar 20, 2005",The Side Bar,Oxford Comma,Mashlin,,,,,,,,,,,,,,,,
"Mar 22, 2005",Common Grounds,Dillinger Four,Grabass Charlestons,Billy Reese Peters,Tim Version,,,,,,,,,,,,,,
"Mar 22, 2005",The Palace,The Crystal Method,,,,,,,,,,,,,,,,,
"Mar 23, 2005",Cafe Gardens,Chapman/Wapner Duo,,,,,,,,,,,,,,,,,
"Mar 23, 2005",Common Grounds,The Reputation,Towers of Hanoi,Haterade,,,,,,,,,,,,,,,
"Mar 23, 2005",Eddie C's,Spunji,Max Fisher players,Athma,American Band #1,,,,,,,,,,,,,,
"Mar 23, 2005",University Club,The Beat Buttons,Bolero,,,,,,,,,,,,,,,,
"Mar 24, 2005",Clubhouse Grill,Jimmy Ciaravino Trio,,,,,,,,,,,,,,,,,
"Mar 24, 2005",Common Grounds,Calexico,Swayze,,,,,,,,,,,,,,,,
"Mar 24, 2005",Eddie C's,Folly,The Banner,Morivivi,mightaswell,,,,,,,,,,,,,,
"Mar 24, 2005",The Palace,Breaking Benjamin,Fuel,,,,,,,,,,,,,,,,
"Mar 24, 2005",The Side Bar,Jive Turkey,Apollo Quartet,,,,,,,,,,,,,,,,
"Mar 25, 2005",Common Grounds,Don Caballero,Mitch Cheney,,,,,,,,,,,,,,,,
"Mar 25, 2005",Eddie C's,The Unseen,The Virus,Whole Wheat Bread,The Monistats,,,,,,,,,,,,,,
"Mar 25, 2005",Jacks Bar,Spellbox,,,,,,,,,,,,,,,,,
"Mar 26, 2005",Atlantic,Holowpaw,Tadpole Fad,The Beat Buttons,,,,,,,,,,,,,,,
"Mar 26, 2005",Common Grounds,What Anne Likes,Dynamite Charade,Spellbox,Buckle,,,,,,,,,,,,,,
"Mar 26, 2005",Eddie C's,El Robot,Gargamel,Trite,,,,,,,,,,,,,,,
"Mar 26, 2005",Jacks Bar,Spellbox,,,,,,,,,,,,,,,,,
"Mar 26, 2005",Maude's Classic Cafe,Unsafe Sax,,,,,,,,,,,,,,,,,
"Mar 26, 2005",The Palace,Revival,The Kindred,,,,,,,,,,,,,,,,
"Mar 26, 2005",The Shamrock,Dear and Glorious Physcian,apple dapple,TBA,,,,,,,,,,,,,,,
"Mar 27, 2005",Common Grounds,The Every Others,Mishka Shubaly,Army of Ponch,,,,,,,,,,,,,,,
"Mar 27, 2005",Eddie C's,through this window,Lita Gray,One Pump Chump,Nuclear Saturday,,,,,,,,,,,,,,
"Mar 27, 2005",Market Street Pub,bloom.,Mic Harrison,Grain,Witness the Fitness,,,,,,,,,,,,,,
"Mar 27, 2005",Maude's Classic Cafe,Unsafe Sax,,,,,,,,,,,,,,,,,
"Mar 27, 2005",The Side Bar,Smashing Pumkins Tribute Band,Pickled Fish,tba,,,,,,,,,,,,,,,
"Mar 27, 2005",Wayward Council,An Albatross,Cowboys Became Folk Heroes,Cinema Eye,,,,,,,,,,,,,,,
"Mar 28, 2005",Savannah Grande Reception Hall,Univ. of  Florida Jazz Ensemble,Moondancer,Rhythm Method,Omi Ajamu Trio/ Quartet,Frank Sullivan & Nick DeCarlis Quartet,Hot Club D'Ville,Unsafe Sax,,,,,,,,,,,
"Mar 29, 2005",Durty Nelly's,Hazel Levy,The Bargoyles,,,,,,,,,,,,,,,,
"Mar 29, 2005",Eddie C's,The Embarrassments,Big City Dreams,Anytime in July,Team Mascot,,,,,,,,,,,,,,
"Mar 30, 2005",Cafe Gardens,Chapman/Wapner Duo,,,,,,,,,,,,,,,,,
"Mar 30, 2005",Common Grounds,through this window,The Body Electric,Jehovah Chang,,,,,,,,,,,,,,,
"Mar 30, 2005",Eddie C's,Pissing On Suzie,P.S.F.,The Suicide Bombs,Padded Cell,,,,,,,,,,,,,,
"Mar 30, 2005",UF - Rion Ballroom,Home Grown,Left Front Tire,,,,,,,,,,,,,,,,
"Mar 31, 2005",Clubhouse Grill,Jimmy Ciaravino Trio,,,,,,,,,,,,,,,,,
"Mar 31, 2005",Eddie C's,Sheepdog Plankton,Disconnected Radio Youth,Team Mascot,,,,,,,,,,,,,,,
"Apr 1, 2005",Common Grounds,Against Me!,Planes Mistaken For Stars,No Choice,Black Cougar Shock Unit,,,,,,,,,,,,,,
"Apr 1, 2005",Eddie C's,SuperJudge,Demophobe,Athma,,,,,,,,,,,,,,,
"Apr 1, 2005",Lillian's Music Store,7 Miles Out,,,,,,,,,,,,,,,,,
"Apr 1, 2005",The Shamrock,The FreeKeys,,,,,,,,,,,,,,,,,
"Apr 2, 2005",Common Grounds,Grand Buffet,Bleubird,Gavin Castleton of Gruvis,,,,,,,,,,,,,,,
"Apr 2, 2005",Downtown Plaza,Battle of the Highschool Bands,Dasi,3rd Definition,Outlaws,The Leftovers,,,,,,,,,,,,,
"Apr 2, 2005",Eddie C's,Roach Motel,Crash Pad,Sugardish,The Suicide Bombs,Rubber Room,,,,,,,,,,,,,
"Apr 2, 2005",Faces,Dopamean,Cocytus,Broken By Silence,,,,,,,,,,,,,,,
"Apr 2, 2005",Orange and Brew,Swayze,My Favorite Dancer,Maxwell Edison,,,,,,,,,,,,,,,
"Apr 3, 2005",Common Grounds,Big Oil,Crazy Georg & Cowboy Hotrods,Chicken L�v,,,,,,,,,,,,,,,
"Apr 3, 2005",Eddie C's,The Beautiful Losers,P.S.G.,Athma,,,,,,,,,,,,,,,
"Apr 3, 2005",Market Street Pub,Fifth Year Crush,Five Star Iris,Generation,,,,,,,,,,,,,,,
"Apr 3, 2005",The Shamrock,Lars Din,Rob Mcgregor,Trash Farmers Puppet Show,,,,,,,,,,,,,,,
"Apr 5, 2005",Eddie C's,Salem,Believe in Toledo,Neptune 66,Running from Dharma,Haterade,,,,,,,,,,,,,
"Apr 6, 2005",Cafe Gardens,Chapman/Wapner Duo,,,,,,,,,,,,,,,,,
"Apr 6, 2005",Common Grounds,Morivivi,Octavius,My Favorite Dancer,mightaswell,,,,,,,,,,,,,,
"Apr 6, 2005",Eddie C's,Same Difference,Drop Jaw,Seventeen After,Grade A,,,,,,,,,,,,,,
"Apr 6, 2005",Market Street Pub,Rehasher,Savage Brewtality,No More,,,,,,,,,,,,,,,
"Apr 7, 2005",Clubhouse Grill,Jimmy Ciaravino Trio,,,,,,,,,,,,,,,,,
"Apr 7, 2005",Eddie C's,Battle of the Bands semifinals,April,Apollo Quartet,,,,,,,,,,,,,,,
"Apr 7, 2005",Market Street Pub,Pinback,American Analog Set,Bound,,,,,,,,,,,,,,,
"Apr 8, 2005",Common Grounds,David Dondero,The One AM Radio,,,,,,,,,,,,,,,,
"Apr 8, 2005",Eddie C's,The Embarrassments,No More,The Independents,Crash Pad,,,,,,,,,,,,,,
"Apr 8, 2005",Lillian's Music Store,4 Cryin' Out Loud,,,,,,,,,,,,,,,,,
"Apr 8, 2005",The Shamrock,Morningbell,Monroe Lee,Fresh Progression,Candy Bars,,,,,,,,,,,,,,
"Apr 9, 2005",Atlantic,Whiskey and Co.,Black Cougar Shock Unit,Ninja Gun,,,,,,,,,,,,,,,
"Apr 9, 2005",Common Grounds,Shermy D,One Drop,,,,,,,,,,,,,,,,
"Apr 9, 2005",Eddie C's,Gate 22,Downpsychol,Jabberwocky,,,,,,,,,,,,,,,
"Apr 9, 2005",House Party,The Blue Hour,,,,,,,,,,,,,,,,,
"Apr 9, 2005",Lillian's Music Store,Area Code,,,,,,,,,,,,,,,,,
"Apr 10, 2005",Eddie C's,Ashley Red,Transmission,Junkie Rush,,,,,,,,,,,,,,,
"Apr 10, 2005",Lillian's Music Store,Area Code,,,,,,,,,,,,,,,,,
"Apr 10, 2005",Market Street Pub,The Aeffect,The Beat Buttons,Slang,Witness the Fitness,,,,,,,,,,,,,,
"Apr 10, 2005",SFCC,Pickled Fish,Prior Life,Star Sixty Nine,Stereodiary,The Alice Wallace Band,,,,,,,,,,,,,
"Apr 12, 2005",Common Grounds,Mosaic,The Monistats,Today Doesn't Count,,,,,,,,,,,,,,,
"Apr 12, 2005",Durty Nelly's,Edan Archer,,,,,,,,,,,,,,,,,
"Apr 12, 2005",Eddie C's,New Blood Revival,Twice A Week,SFYRE,Low Income Bracket,,,,,,,,,,,,,,
"Apr 13, 2005",Cafe Gardens,Mellow Fellows Edible Jazz,,,,,,,,,,,,,,,,,
"Apr 13, 2005",Common Grounds,The Glands,Swayze,The Julius Airwave,,,,,,,,,,,,,,,
"Apr 13, 2005",Eddie C's,Team Mascot,Building the State,Sleeping girl drowning,unforsaken,,,,,,,,,,,,,,
"Apr 13, 2005",Market Street Pub,Less Than Jake,The Early November,Grabass Charlestons,,,,,,,,,,,,,,,
"Apr 14, 2005",Common Grounds,Dirty Digits,The Messenger,Intellekt w/ Yassine,Komill,UF Hip Hop Collective Break Dancers,,,,,,,,,,,,,
"Apr 14, 2005",Eddie C's,Battle of the Bands semi finals,Trip To Go,,,,,,,,,,,,,,,,
"Apr 14, 2005",Market Street Pub,through this window,The Body Electric,Dear and Glorious Physician,The Kindred,,,,,,,,,,,,,,
"Apr 14, 2005",The Side Bar,Fresh Progression,Pickled Fish,the brand,humbert,,,,,,,,,,,,,,
"Apr 14, 2005",Wayward Council,The Human Television,Shroeder,Thick as Thieves,summer birds in the cellar,,,,,,,,,,,,,,
"Apr 15, 2005",Common Grounds,Grey Goose,Watch It Burn,Everyday Victory,,,,,,,,,,,,,,,
"Apr 15, 2005",Eddie C's,Mostly Harmless,Loaded for Bear,Eight Penny,,,,,,,,,,,,,,,
"Apr 15, 2005",House Party,The Human Television,Shroeder,,,,,,,,,,,,,,,,
"Apr 16, 2005",Atlantic,The Human Television,The French Horns,Men's Shoes,DJ los emails,,,,,,,,,,,,,,
"Apr 16, 2005",Common Grounds,Army of Ponch,Kudzu Wish,Sir. Prize Fighter,Let's Surf A Lot,,,,,,,,,,,,,,
"Apr 16, 2005",Eddie C's,Dopamean,5 Billion Dead,Hannover Fiste,,,,,,,,,,,,,,,
"Apr 16, 2005",Faces,Corona Lane,KingsBury,The Alice Wallace Band,A Defining Moment,tba,,,,,,,,,,,,,
"Apr 16, 2005",Jet Set,Omi Ajamu Trio/ Quartet,Dave Sloane,,,,,,,,,,,,,,,,
"Apr 16, 2005",Maude's Classic Cafe,Unsafe Sax,,,,,,,,,,,,,,,,,
"Apr 16, 2005",UF - Rion Ballroom,From Pandora,The Amputees,Mosaic,Bellum,Identity Crisis,,,,,,,,,,,,,
"Apr 17, 2005",Common Grounds,Escape Grace,The Horror,Towers of Hanoi,Man at Arms,,,,,,,,,,,,,,
"Apr 17, 2005",Downtown Plaza,Congo Bongo Binghi BoyZ,,,,,,,,,,,,,,,,,
"Apr 17, 2005",Eddie C's,The Smash Up,Soulfound,April,,,,,,,,,,,,,,,
"Apr 17, 2005",Market Street Pub,EARLY SHOW,Amanda Garrigues,LATE SHOW,Deans On Bass,SNMNMNM,Nathan Brown,SuperJudge,,,,,,,,,,,
"Apr 17, 2005",Maude's Classic Cafe,Unsafe Sax,,,,,,,,,,,,,,,,,
"Apr 17, 2005",The Side Bar,The Beauvilles,The Sultanas,,,,,,,,,,,,,,,,
"Apr 17, 2005",UF - Weaver Beach,Midnight Aria,The Sultanas,SNMNMNM,Robotix,The Know How,Mondo Man,,,,,,,,,,,,
"Apr 18, 2005",Atlantic,Thick as Thieves,Guerilla Grass,Lezli Johnson,Rob Mcgregor,Trick Knee,Justin Jones,,,,,,,,,,,,
"Apr 18, 2005",Common Grounds,J- Church,The Methadones,Grabass Charlestons,,,,,,,,,,,,,,,
"Apr 18, 2005",Market Street Pub,Blues Jam!,Unusual Suspects Blues Band,,,,,,,,,,,,,,,,
"Apr 18, 2005",UF - Rion Ballroom,Jump,,,,,,,,,,,,,,,,,
"Apr 19, 2005",Eddie C's,NORML fund raiser,De Nada,Adam's Out,Grasshead,Star Sixty Nine,,,,,,,,,,,,,
"Apr 20, 2005",Cafe Gardens,Mellow Fellows Edible Jazz,,,,,,,,,,,,,,,,,
"Apr 20, 2005",Common Grounds,One Drop,Bleubird,Cyne,Astronautalis,,,,,,,,,,,,,,
"Apr 20, 2005",Eddie C's,The Conversation,Neptune 66,Big City Dreams,Words Now Heard,,,,,,,,,,,,,,
"Apr 20, 2005",Market Street Pub,Todd Rockhill and the Chain Gang,The Get Down,Sir Prize Fighter,,,,,,,,,,,,,,,
"Apr 21, 2005",Eddie C's,Mr. North,Rev 7,One Less Reason,Tantric,,,,,,,,,,,,,,
"Apr 21, 2005",Market Street Pub,Purple Planet,Bracelet,Bolero,,,,,,,,,,,,,,,
"Apr 21, 2005",The Side Bar,Breaking The Fall,All That's Left,,,,,,,,,,,,,,,,
"Apr 21, 2005",Wayward Council,Morivivi,Mosaic,Picnic Lightning,Rio,FNB website,,,,,,,,,,,,,
"Apr 22, 2005",Common Grounds,The Horror,Darius Axis,Music for Chameleons,Rubber Room,,,,,,,,,,,,,,
"Apr 22, 2005",Eddie C's,My Hotel Year,Unsung Zeros,Feable Weiner,Digger,Cruiserweight,,,,,,,,,,,,,
"Apr 22, 2005",Emeralds,4 Cryin' Out Loud,,,,,,,,,,,,,,,,,
"Apr 23, 2005",Atlantic,The Red Elvises,Grain,The Sultanas,,,,,,,,,,,,,,,
"Apr 23, 2005",Common Grounds,El Robot,Robotix,Sugardish,,,,,,,,,,,,,,,
"Apr 23, 2005",Eddie C's,One and Done,mightaswell,One Pump Chump,,,,,,,,,,,,,,,
"Apr 23, 2005",Emeralds,Area Code,,,,,,,,,,,,,,,,,
"Apr 23, 2005",Jet Set,Jimmy Ciaravino Quartet,,,,,,,,,,,,,,,,,
"Apr 23, 2005",Maude's Classic Cafe,Unsafe Sax,,,,,,,,,,,,,,,,,
"Apr 23, 2005",Tijuana Flats,Edan Archer,,,,,,,,,,,,,,,,,
"Apr 24, 2005",Common Grounds,Ithaca,Swayze,Keith Welsh,,,,,,,,,,,,,,,
